"TIME","GEO","UNIT","SEX","AGE","ICD10","Value","Flag and Footnotes"
"2001","Bulgaria","Number","Females","Less than 1 year","Certain infectious and parasitic diseases (A00-B99)","18",""
"2001","Bulgaria","Number","Females","Less than 1 year","Tuberculosis","0",""
"2001","Bulgaria","Number","Females","Less than 1 year","Viral hepatitis and sequelae of viral hepatitis","0",""
"2001","Bulgaria","Number","Females","Less than 1 year","Human immunodeficiency virus [HIV] disease","0",""
"2001","Bulgaria","Number","Females","From 1 to 4 years","All causes of death (A00-Y89) excluding S00-T98","82",""
"2001","Bulgaria","Number","Females","From 1 to 4 years","Certain infectious and parasitic diseases (A00-B99)","7",""
"2001","Bulgaria","Number","Females","From 1 to 4 years","Tuberculosis","0",""
"2001","Bulgaria","Number","Females","From 1 to 4 years","Viral hepatitis and sequelae of viral hepatitis","0",""
"2001","Bulgaria","Number","Females","From 1 to 4 years","Human immunodeficiency virus [HIV] disease","1",""
"2001","Bulgaria","Number","Females","From 5 to 9 years","All causes of death (A00-Y89) excluding S00-T98","47",""
"2001","Bulgaria","Number","Females","From 5 to 9 years","Certain infectious and parasitic diseases (A00-B99)","2",""
"2001","Bulgaria","Number","Females","From 5 to 9 years","Tuberculosis","0",""
"2001","Bulgaria","Number","Females","From 5 to 9 years","Viral hepatitis and sequelae of viral hepatitis","0",""
"2001","Bulgaria","Number","Females","From 5 to 9 years","Human immunodeficiency virus [HIV] disease","0",""
"2001","Bulgaria","Number","Females","From 10 to 14 years","All causes of death (A00-Y89) excluding S00-T98","46",""
"2001","Bulgaria","Number","Females","From 10 to 14 years","Certain infectious and parasitic diseases (A00-B99)","0",""
"2001","Bulgaria","Number","Females","From 10 to 14 years","Tuberculosis","0",""
"2001","Bulgaria","Number","Females","From 10 to 14 years","Viral hepatitis and sequelae of viral hepatitis","0",""
"2001","Bulgaria","Number","Females","From 10 to 14 years","Human immunodeficiency virus [HIV] disease","0",""
"2001","Czech Republic","Number","Total","Total","All causes of death (A00-Y89) excluding S00-T98","107,755",""
"2001","Czech Republic","Number","Total","Total","Certain infectious and parasitic diseases (A00-B99)","303",""
"2001","Czech Republic","Number","Total","Total","Tuberculosis","94",""
"2001","Czech Republic","Number","Total","Total","Viral hepatitis and sequelae of viral hepatitis","17",""
"2001","Czech Republic","Number","Total","Total","Human immunodeficiency virus [HIV] disease","3",""
"2001","Czech Republic","Number","Total","Less than 1 year","All causes of death (A00-Y89) excluding S00-T98","360",""
"2001","Czech Republic","Number","Total","Less than 1 year","Certain infectious and parasitic diseases (A00-B99)","1",""
"2001","Czech Republic","Number","Total","Less than 1 year","Tuberculosis","0",""
"2001","Czech Republic","Number","Total","Less than 1 year","Viral hepatitis and sequelae of viral hepatitis","0",""
"2001","Czech Republic","Number","Total","Less than 1 year","Human immunodeficiency virus [HIV] disease","0",""
"2001","Czech Republic","Number","Total","From 1 to 4 years","All causes of death (A00-Y89) excluding S00-T98","91",""
"2001","Czech Republic","Number","Total","From 1 to 4 years","Certain infectious and parasitic diseases (A00-B99)","3",""
"2001","Czech Republic","Number","Total","From 1 to 4 years","Tuberculosis","0",""
"2001","Czech Republic","Number","Total","From 1 to 4 years","Viral hepatitis and sequelae of viral hepatitis","0",""
"2001","Czech Republic","Number","Total","From 1 to 4 years","Human immunodeficiency virus [HIV] disease","0",""
"2001","Czech Republic","Number","Total","From 5 to 9 years","All causes of death (A00-Y89) excluding S00-T98","76",""
"2001","Czech Republic","Number","Total","From 5 to 9 years","Certain infectious and parasitic diseases (A00-B99)","0",""
"2001","Czech Republic","Number","Total","From 5 to 9 years","Tuberculosis","0",""
"2001","Czech Republic","Number","Total","From 5 to 9 years","Viral hepatitis and sequelae of viral hepatitis","0",""
"2001","Czech Republic","Number","Total","From 5 to 9 years","Human immunodeficiency virus [HIV] disease","0",""
"2001","Czech Republic","Number","Total","From 10 to 14 years","All causes of death (A00-Y89) excluding S00-T98","105",""
"2001","Czech Republic","Number","Total","From 10 to 14 years","Certain infectious and parasitic diseases (A00-B99)","1",""
"2001","Czech Republic","Number","Total","From 10 to 14 years","Tuberculosis","0",""
"2001","Czech Republic","Number","Total","From 10 to 14 years","Viral hepatitis and sequelae of viral hepatitis","0",""
"2001","Czech Republic","Number","Total","From 10 to 14 years","Human immunodeficiency virus [HIV] disease","0",""
"2001","Czech Republic","Number","Males","Total","All causes of death (A00-Y89) excluding S00-T98","53,772",""
"2001","Czech Republic","Number","Males","Total","Certain infectious and parasitic diseases (A00-B99)","150",""
"2001","Czech Republic","Number","Males","Total","Tuberculosis","57",""
"2001","Czech Republic","Number","Males","Total","Viral hepatitis and sequelae of viral hepatitis","13",""
"2001","Czech Republic","Number","Males","Total","Human immunodeficiency virus [HIV] disease","3",""
"2001","Czech Republic","Number","Males","Less than 1 year","All causes of death (A00-Y89) excluding S00-T98","212",""
"2001","Czech Republic","Number","Males","Less than 1 year","Certain infectious and parasitic diseases (A00-B99)","1",""
"2001","Czech Republic","Number","Males","Less than 1 year","Tuberculosis","0",""
"2001","Czech Republic","Number","Males","Less than 1 year","Viral hepatitis and sequelae of viral hepatitis","0",""
"2001","Czech Republic","Number","Males","Less than 1 year","Human immunodeficiency virus [HIV] disease","0",""
"2001","Czech Republic","Number","Males","From 1 to 4 years","All causes of death (A00-Y89) excluding S00-T98","52",""
"2001","Czech Republic","Number","Males","From 1 to 4 years","Certain infectious and parasitic diseases (A00-B99)","1",""
"2001","Czech Republic","Number","Males","From 1 to 4 years","Tuberculosis","0",""
"2001","Czech Republic","Number","Males","From 1 to 4 years","Viral hepatitis and sequelae of viral hepatitis","0",""
"2001","Czech Republic","Number","Males","From 1 to 4 years","Human immunodeficiency virus [HIV] disease","0",""
"2001","Czech Republic","Number","Males","From 5 to 9 years","All causes of death (A00-Y89) excluding S00-T98","44",""
"2001","Czech Republic","Number","Males","From 5 to 9 years","Certain infectious and parasitic diseases (A00-B99)","0",""
"2001","Czech Republic","Number","Males","From 5 to 9 years","Tuberculosis","0",""
"2001","Czech Republic","Number","Males","From 5 to 9 years","Viral hepatitis and sequelae of viral hepatitis","0",""
"2001","Czech Republic","Number","Males","From 5 to 9 years","Human immunodeficiency virus [HIV] disease","0",""
"2001","Czech Republic","Number","Males","From 10 to 14 years","All causes of death (A00-Y89) excluding S00-T98","61",""
"2001","Czech Republic","Number","Males","From 10 to 14 years","Certain infectious and parasitic diseases (A00-B99)","0",""
"2001","Czech Republic","Number","Males","From 10 to 14 years","Tuberculosis","0",""
"2001","Czech Republic","Number","Males","From 10 to 14 years","Viral hepatitis and sequelae of viral hepatitis","0",""
"2001","Czech Republic","Number","Males","From 10 to 14 years","Human immunodeficiency virus [HIV] disease","0",""
"2001","Czech Republic","Number","Females","Total","All causes of death (A00-Y89) excluding S00-T98","53,983",""
"2001","Czech Republic","Number","Females","Total","Certain infectious and parasitic diseases (A00-B99)","153",""
"2001","Czech Republic","Number","Females","Total","Tuberculosis","37",""
"2001","Czech Republic","Number","Females","Total","Viral hepatitis and sequelae of viral hepatitis","4",""
"2001","Czech Republic","Number","Females","Total","Human immunodeficiency virus [HIV] disease",":",""
"2001","Czech Republic","Number","Females","Less than 1 year","All causes of death (A00-Y89) excluding S00-T98","148",""
"2001","Czech Republic","Number","Females","Less than 1 year","Certain infectious and parasitic diseases (A00-B99)","0",""
"2001","Czech Republic","Number","Females","Less than 1 year","Tuberculosis","0",""
"2001","Czech Republic","Number","Females","Less than 1 year","Viral hepatitis and sequelae of viral hepatitis","0",""
"2001","Czech Republic","Number","Females","Less than 1 year","Human immunodeficiency virus [HIV] disease",":",""
"2001","Czech Republic","Number","Females","From 1 to 4 years","All causes of death (A00-Y89) excluding S00-T98","39",""
"2001","Czech Republic","Number","Females","From 1 to 4 years","Certain infectious and parasitic diseases (A00-B99)","2",""
"2001","Czech Republic","Number","Females","From 1 to 4 years","Tuberculosis","0",""
"2001","Czech Republic","Number","Females","From 1 to 4 years","Viral hepatitis and sequelae of viral hepatitis","0",""
"2001","Czech Republic","Number","Females","From 1 to 4 years","Human immunodeficiency virus [HIV] disease",":",""
"2001","Czech Republic","Number","Females","From 5 to 9 years","All causes of death (A00-Y89) excluding S00-T98","32",""
"2001","Czech Republic","Number","Females","From 5 to 9 years","Certain infectious and parasitic diseases (A00-B99)","0",""
"2001","Czech Republic","Number","Females","From 5 to 9 years","Tuberculosis","0",""
"2001","Czech Republic","Number","Females","From 5 to 9 years","Viral hepatitis and sequelae of viral hepatitis","0",""
"2001","Czech Republic","Number","Females","From 5 to 9 years","Human immunodeficiency virus [HIV] disease",":",""
"2001","Czech Republic","Number","Females","From 10 to 14 years","All causes of death (A00-Y89) excluding S00-T98","44",""
"2001","Czech Republic","Number","Females","From 10 to 14 years","Certain infectious and parasitic diseases (A00-B99)","1",""
"2001","Czech Republic","Number","Females","From 10 to 14 years","Tuberculosis","0",""
"2001","Czech Republic","Number","Females","From 10 to 14 years","Viral hepatitis and sequelae of viral hepatitis","0",""
"2001","Czech Republic","Number","Females","From 10 to 14 years","Human immunodeficiency virus [HIV] disease",":",""
"2001","Denmark","Number","Total","Total","All causes of death (A00-Y89) excluding S00-T98","57,632",""
"2001","Denmark","Number","Total","Total","Certain infectious and parasitic diseases (A00-B99)","388",""
"2001","Denmark","Number","Total","Total","Tuberculosis","38",""
"2001","Denmark","Number","Total","Total","Viral hepatitis and sequelae of viral hepatitis","21",""
"2001","Denmark","Number","Total","Total","Human immunodeficiency virus [HIV] disease","34",""
"2001","Denmark","Number","Total","Less than 1 year","All causes of death (A00-Y89) excluding S00-T98","303",""
"2001","Denmark","Number","Total","Less than 1 year","Certain infectious and parasitic diseases (A00-B99)","7",""
"2001","Denmark","Number","Total","Less than 1 year","Tuberculosis","0",""
"2001","Denmark","Number","Total","Less than 1 year","Viral hepatitis and sequelae of viral hepatitis","0",""
"2001","Denmark","Number","Total","Less than 1 year","Human immunodeficiency virus [HIV] disease","0",""
"2001","Denmark","Number","Total","From 1 to 4 years","All causes of death (A00-Y89) excluding S00-T98","67",""
"2001","Denmark","Number","Total","From 1 to 4 years","Certain infectious and parasitic diseases (A00-B99)","8",""
"2001","Denmark","Number","Total","From 1 to 4 years","Tuberculosis","0",""
"2001","Denmark","Number","Total","From 1 to 4 years","Viral hepatitis and sequelae of viral hepatitis","0",""
"2001","Denmark","Number","Total","From 1 to 4 years","Human immunodeficiency virus [HIV] disease","0",""
"2001","Denmark","Number","Total","From 5 to 9 years","All causes of death (A00-Y89) excluding S00-T98","50",""
